gene,drug,interaction
12,6169,1.0
664,7440,1.0
1714,5778,1.0
166,9137,1.0
446,5860,1.0
164,6521,1.0
629,6052,1.0
225,7240,1.0
166,9139,1.0
37,6099,1.0
166,5998,1.0
23,5912,1.0
487,272,1.0
237,6006,1.0
241,9140,1.0
614,6023,1.0
84,5981,1.0
21,5912,1.0
305,8483,1.0
369,6041,1.0
659,6792,1.0
237,9141,1.0
1,8793,1.0
192,7257,1.0
404,13,1.0
177,7860,1.0
84,7474,1.0
647,9143,1.0
315,5909,1.0
62,7781,1.0
153,8079,1.0
70,5909,1.0
37,4134,1.0
71,6046,1.0
35,6081,1.0
132,3569,1.0
594,6527,1.0
166,9144,1.0
30,5675,1.0
679,6884,1.0
561,5740,1.0
326,5740,1.0
589,5740,1.0
333,5740,1.0
404,5912,1.0
0,1343,1.0
132,4605,1.0
116,5815,1.0
305,5748,1.0
64,8498,1.0
446,8162,1.0
3192,6109,1.0
251,6528,1.0
0,642,1.0
30,7422,1.0
656,3910,1.0
512,5743,1.0
202,7462,1.0
117,372,1.0
261,8416,1.0
1424,5743,1.0
1424,5834,1.0
62,6012,1.0
189,1087,1.0
132,5381,1.0
544,66,1.0
259,6857,1.0
153,3408,1.0
318,8523,1.0
629,6556,1.0
436,5794,1.0
244,1177,1.0
85,5900,1.0
487,9145,1.0
239,9146,1.0
455,7475,1.0
74,5002,1.0
549,6165,1.0
21,6888,1.0
84,7222,1.0
74,3910,1.0
678,275,1.0
84,8037,1.0
155,6113,1.0
672,7775,1.0
1,8823,1.0
658,5778,1.0
189,7317,1.0
261,7299,1.0
261,6792,1.0
23,5880,1.0
85,6122,1.0
793,6075,1.0
359,2957,1.0
468,8199,1.0
594,3280,1.0
166,5746,1.0
12,6765,1.0
161,2957,1.0
64,6075,1.0
164,13,1.0
1326,9147,1.0
189,3405,1.0
261,6880,1.0
612,5776,1.0
64,6840,1.0
192,8694,1.0
160,5725,1.0
74,6892,1.0
31,5746,1.0
1120,203,1.0
241,5983,1.0
84,6103,1.0
153,6135,1.0
656,6582,1.0
64,6128,1.0
56,6739,1.0
153,4291,1.0
449,9148,1.0
48,7472,1.0
42,82,1.0
195,6975,1.0
1041,3246,1.0
707,2793,1.0
2535,3226,1.0
42,3226,1.0
202,6184,1.0
290,1818,1.0
536,3225,1.0
178,3225,1.0
370,3225,1.0
183,3225,1.0
302,3225,1.0
421,3225,1.0
702,3225,1.0
178,484,1.0
421,484,1.0
529,484,1.0
341,539,1.0
197,839,1.0
197,3226,1.0
703,839,1.0
55,5718,1.0
1570,411,1.0
202,411,1.0
178,411,1.0
1225,4125,1.0
9,599,1.0
314,2174,1.0
314,160,1.0
314,647,1.0
1732,1115,1.0
1732,1989,1.0
1105,5765,1.0
1105,293,1.0
265,6896,1.0
186,3277,1.0
186,6188,1.0
715,444,1.0
2080,3365,1.0
1738,324,1.0
52,2214,1.0
2570,2214,1.0
2093,2602,1.0
717,6202,1.0
3621,854,1.0
1928,2948,1.0
720,78,1.0
720,6207,1.0
720,3765,1.0
726,6203,1.0
727,6203,1.0
276,3280,1.0
3149,1781,1.0
3609,4036,1.0
3250,9149,1.0
815,2968,1.0
422,2414,1.0
735,2115,1.0
156,4505,1.0
2501,2948,1.0
543,425,1.0
74,9150,1.0
1426,2948,1.0
2949,2948,1.0
2949,4036,1.0
3526,78,1.0
259,6204,1.0
3622,5765,1.0
3461,7220,1.0
183,2964,1.0
259,5672,1.0
1712,5765,1.0
0,168,1.0
1624,2948,1.0
329,2115,1.0
466,9151,1.0
1823,7508,1.0
633,763,1.0
2950,2948,1.0
3090,1332,1.0
424,2037,1.0
906,1500,1.0
190,9152,1.0
745,1886,1.0
810,3899,1.0
603,1885,1.0
745,4091,1.0
810,3400,1.0
512,37,1.0
30,2214,1.0
1390,2998,1.0
2457,2948,1.0
0,633,1.0
749,9153,1.0
1353,3900,1.0
105,9154,1.0
3623,9013,1.0
237,52,1.0
283,7498,1.0
753,2948,1.0
1406,6903,1.0
3624,2732,1.0
754,6189,1.0
3625,5765,1.0
209,1627,1.0
783,449,1.0
633,637,1.0
112,4057,1.0
3626,7511,1.0
446,9155,1.0
827,1905,1.0
247,8945,1.0
1699,2672,1.0
679,9156,1.0
526,4099,1.0
64,1045,1.0
12,9157,1.0
1917,9158,1.0
3627,915,1.0
132,9159,1.0
1017,1188,1.0
2802,3512,1.0
2705,2842,1.0
1640,20,1.0
598,7806,1.0
1104,20,1.0
451,20,1.0
1458,33,1.0
1620,20,1.0
604,78,1.0
604,3765,1.0
1191,331,1.0
202,411,1.0
1253,105,1.0
2301,10,1.0
314,9160,1.0
314,3410,1.0
133,1649,1.0
731,5057,1.0
2709,5786,1.0
12,168,1.0
1452,212,1.0
1777,2476,1.0
647,648,1.0
1765,78,1.0
1765,2154,1.0
1765,4759,1.0
3,4108,1.0
758,2174,1.0
783,5755,1.0
3629,78,1.0
1332,4443,1.0
653,204,1.0
2257,2476,1.0
20,5646,1.0
408,473,1.0
1225,154,1.0
120,218,1.0
1775,218,1.0
3165,218,1.0
0,9161,1.0
0,63,1.0
0,1063,1.0
3630,1667,1.0
2713,8212,1.0
1221,5786,1.0
259,9129,1.0
1131,5786,1.0
3631,3428,1.0
122,3428,1.0
1629,3280,1.0
1429,37,1.0
102,553,1.0
3632,553,1.0
189,8915,1.0
62,2208,1.0
3633,212,1.0
3634,212,1.0
933,212,1.0
1914,5057,1.0
92,212,1.0
409,2184,1.0
810,5057,1.0
2435,2767,1.0
2435,1677,1.0
12,5696,1.0
536,6459,1.0
3380,78,1.0
424,9164,1.0
1153,3568,1.0
282,2476,1.0
388,2336,1.0
2052,2124,1.0
2131,7762,1.0
3636,7874,1.0
153,323,1.0
3637,90,1.0
153,2322,1.0
1398,10,1.0
3638,2124,1.0
60,37,1.0
823,2476,1.0
3154,1744,1.0
1502,2627,1.0
3640,1677,1.0
944,2789,1.0
199,3068,1.0
199,665,1.0
3641,78,1.0
1790,2842,1.0
837,6230,1.0
817,9165,1.0
810,2627,1.0
2194,2627,1.0
775,3568,1.0
12,2234,1.0
177,8291,1.0
668,2268,1.0
253,1143,1.0
3642,2627,1.0
1351,2201,1.0
74,4985,1.0
813,1143,1.0
3643,1667,1.0
681,1176,1.0
1450,2842,1.0
1222,6922,1.0
4,123,1.0
4,2255,1.0
1800,1923,1.0
563,8845,1.0
1800,9166,1.0
494,9167,1.0
438,1610,1.0
1641,1196,1.0
1200,6347,1.0
112,6347,1.0
447,1347,1.0
109,5766,1.0
1800,9168,1.0
489,1197,1.0
3158,2755,1.0
1170,272,1.0
934,2484,1.0
1263,976,1.0
253,314,1.0
7,9170,1.0
1310,476,1.0
28,1794,1.0
3645,6249,1.0
3646,6249,1.0
717,9171,1.0
847,6254,1.0
1242,7557,1.0
796,5041,1.0
494,3791,1.0
520,1037,1.0
24,84,1.0
219,7277,1.0
980,3048,1.0
763,4524,1.0
487,5061,1.0
91,1179,1.0
761,1659,1.0
273,1659,1.0
148,671,1.0
454,15,1.0
337,6669,1.0
138,9173,1.0
109,4999,1.0
172,4999,1.0
91,321,1.0
24,929,1.0
1327,674,1.0
28,3034,1.0
147,320,1.0
860,6631,1.0
234,6631,1.0
150,674,1.0
547,2161,1.0
330,5058,1.0
475,5058,1.0
20,5878,1.0
832,5058,1.0
519,5058,1.0
507,3529,1.0
1193,7528,1.0
138,5009,1.0
1853,373,1.0
1640,2993,1.0
1758,133,1.0
147,5057,1.0
526,6265,1.0
172,1161,1.0
934,2484,1.0
156,3294,1.0
172,4999,1.0
16,8886,1.0
2026,586,1.0
808,3588,1.0
454,8881,1.0
832,5058,1.0
20,5878,1.0
0,3053,1.0
519,5058,1.0
856,4897,1.0
28,1683,1.0
332,548,1.0
3647,6211,1.0
291,173,1.0
299,36,1.0
12,9174,1.0
172,6268,1.0
519,6268,1.0
934,1372,1.0
172,6270,1.0
74,2308,1.0
3,5443,1.0
2578,8549,1.0
346,59,1.0
47,654,1.0
57,3099,1.0
3172,6435,1.0
884,4741,1.0
2,1053,1.0
31,9175,1.0
2681,209,1.0
5,209,1.0
21,1733,1.0
651,9176,1.0
27,6397,1.0
84,648,1.0
53,7195,1.0
340,67,1.0
12,7032,1.0
561,2276,1.0
625,2276,1.0
1638,1151,1.0
84,9177,1.0
3435,6901,1.0
2,6244,1.0
26,2179,1.0
153,5653,1.0
234,9179,1.0
23,9124,1.0
3649,6489,1.0
1608,4021,1.0
60,3781,1.0
3650,9180,1.0
161,5278,1.0
1003,9181,1.0
1419,493,1.0
187,3775,1.0
337,4108,1.0
61,670,1.0
64,6958,1.0
180,6958,1.0
1637,6958,1.0
2763,9182,1.0
77,8852,1.0
925,6677,1.0
371,6249,1.0
1328,9183,1.0
916,7526,1.0
1120,5744,1.0
148,671,1.0
75,401,1.0
85,4557,1.0
743,2964,1.0
132,5380,1.0
374,6373,1.0
177,9185,1.0
117,179,1.0
1220,1844,1.0
718,9186,1.0
549,6165,1.0
796,8764,1.0
74,582,1.0
85,500,1.0
379,8877,1.0
1406,9187,1.0
627,1894,1.0
2254,9188,1.0
2531,8858,1.0
707,2793,1.0
12,70,1.0
864,7555,1.0
1041,3246,1.0
499,2311,1.0
914,1081,1.0
414,9189,1.0
1239,179,1.0
556,6262,1.0
438,9190,1.0
24,9190,1.0
148,6669,1.0
931,9191,1.0
4,123,1.0
897,3509,1.0
634,37,1.0
20,3184,1.0
1608,9192,1.0
21,2251,1.0
1449,9193,1.0
114,183,1.0
3651,9192,1.0
507,9194,1.0
570,8888,1.0
132,3401,1.0
133,1955,1.0
2200,2441,1.0
177,7204,1.0
58,9195,1.0
57,5011,1.0
2193,1753,1.0
1341,9196,1.0
1357,156,1.0
947,9197,1.0
12,5671,1.0
947,9198,1.0
213,1170,1.0
213,6403,1.0
949,5727,1.0
213,6322,1.0
949,6320,1.0
106,7031,1.0
106,6403,1.0
166,5363,1.0
121,7032,1.0
386,2140,1.0
4,2179,1.0
386,8263,1.0
2119,4362,1.0
385,5873,1.0
455,813,1.0
99,654,1.0
950,7087,1.0
950,2329,1.0
2830,6606,1.0
3335,8426,1.0
2957,8948,1.0
955,6514,1.0
253,5332,1.0
253,3579,1.0
253,6336,1.0
267,2267,1.0
267,6691,1.0
267,7087,1.0
267,7326,1.0
956,3914,1.0
204,544,1.0
204,7915,1.0
204,9200,1.0
204,9201,1.0
1842,1155,1.0
2130,7046,1.0
3484,9202,1.0
2052,2830,1.0
2052,9203,1.0
2859,600,1.0
958,7568,1.0
961,1817,1.0
962,1092,1.0
964,9205,1.0
965,9206,1.0
368,9207,1.0
368,9208,1.0
368,9209,1.0
1457,33,1.0
3653,9210,1.0
338,1649,1.0
3654,5828,1.0
1155,8582,1.0
153,3556,1.0
1845,6562,1.0
1954,4584,1.0
1621,5051,1.0
668,116,1.0
52,9211,1.0
64,4532,1.0
971,2269,1.0
1633,9212,1.0
1918,8272,1.0
1180,8561,1.0
973,6368,1.0
259,4963,1.0
973,6371,1.0
973,8257,1.0
973,6372,1.0
259,332,1.0
1743,6371,1.0
974,5828,1.0
371,5828,1.0
1743,1011,1.0
2757,34,1.0
1210,5019,1.0
455,5671,1.0
2962,3429,1.0
2963,4543,1.0
616,1939,1.0
123,7288,1.0
2761,6379,1.0
192,51,1.0
2199,9214,1.0
981,1192,1.0
982,8425,1.0
64,229,1.0
291,183,1.0
1489,1608,1.0
1854,9215,1.0
1854,6386,1.0
951,8658,1.0
409,2166,1.0
988,6389,1.0
215,7590,1.0
215,9216,1.0
991,9217,1.0
991,9218,1.0
1857,6531,1.0
330,3834,1.0
330,7609,1.0
330,3820,1.0
330,4999,1.0
1858,7105,1.0
396,6561,1.0
995,8297,1.0
995,7943,1.0
1863,9220,1.0
1861,6394,1.0
250,9221,1.0
2472,9222,1.0
250,9223,1.0
1865,9224,1.0
2065,6401,1.0
998,6401,1.0
372,7112,1.0
999,6398,1.0
1000,6398,1.0
307,9225,1.0
926,8381,1.0
926,6404,1.0
926,9226,1.0
926,9226,1.0
1005,9227,1.0
1010,8947,1.0
403,707,1.0
24,5811,1.0
24,7044,1.0
2181,9229,1.0
1365,8404,1.0
1013,8618,1.0
1245,9230,1.0
1245,8442,1.0
96,9231,1.0
416,7623,1.0
3495,9232,1.0
1019,6435,1.0
1019,7076,1.0
1019,7045,1.0
1019,9233,1.0
1019,9216,1.0
1133,7319,1.0
1877,2203,1.0
2476,2445,1.0
1133,9234,1.0
2766,1092,1.0
667,6636,1.0
2299,9236,1.0
1024,9237,1.0
1024,9238,1.0
1024,7633,1.0
1024,9239,1.0
1026,9240,1.0
2971,7146,1.0
3657,7590,1.0
100,9241,1.0
1028,8030,1.0
1028,6502,1.0
1028,7686,1.0
1028,7637,1.0
1028,2394,1.0
472,8030,1.0
472,6502,1.0
472,8629,1.0
472,5274,1.0
1030,5820,1.0
1030,1468,1.0
1030,2394,1.0
1030,5274,1.0
1031,6508,1.0
1031,7686,1.0
1031,3327,1.0
364,8332,1.0
1031,5274,1.0
364,3384,1.0
211,9242,1.0
211,9243,1.0
1033,6445,1.0
3658,2861,1.0
1040,9244,1.0
1045,6422,1.0
3659,9245,1.0
3660,1181,1.0
3661,3184,1.0
1049,7189,1.0
1049,7977,1.0
1049,3058,1.0
1049,9247,1.0
1453,9248,1.0
1538,8689,1.0
1053,7649,1.0
1054,9249,1.0
1054,8203,1.0
356,7323,1.0
356,800,1.0
270,5825,1.0
1056,6073,1.0
1057,5808,1.0
1058,8648,1.0
3662,9250,1.0
373,6464,1.0
2768,9154,1.0
2309,9033,1.0
1540,9251,1.0
1061,9252,1.0
1634,9253,1.0
1063,9254,1.0
2631,8347,1.0
1067,4415,1.0
1549,8652,1.0
1069,9256,1.0
1069,9256,1.0
324,9257,1.0
3663,5501,1.0
2487,9258,1.0
2806,8647,1.0
1552,1283,1.0
1072,9260,1.0
17,9261,1.0
56,7665,1.0
1556,9262,1.0
1597,763,1.0
1559,8991,1.0
1559,7186,1.0
1081,7412,1.0
1084,2816,1.0
1084,9263,1.0
2245,9264,1.0
3129,6598,1.0
1183,9265,1.0
325,9266,1.0
1087,8660,1.0
1088,6453,1.0
1087,9267,1.0
595,7978,1.0
595,7981,1.0
117,281,1.0
183,760,1.0
60,2205,1.0
925,2760,1.0
209,1627,1.0
112,572,1.0
633,637,1.0
925,1402,1.0
278,1402,1.0
558,6959,1.0
210,1584,1.0
210,764,1.0
797,4963,1.0
149,4405,1.0
58,2124,1.0
1310,33,1.0
2858,1055,1.0
112,520,1.0
895,2179,1.0
535,528,1.0
55,520,1.0
61,86,1.0
112,3303,1.0
112,9269,1.0
112,7301,1.0
32,37,1.0
112,1620,1.0
112,1377,1.0
925,1667,1.0
925,9270,1.0
1107,5363,1.0
9,345,1.0
9,281,1.0
499,1201,1.0
259,9271,1.0
59,345,1.0
164,9272,1.0
183,4290,1.0
149,8664,1.0
149,7632,1.0
149,9,1.0
112,572,1.0
273,397,1.0
400,2271,1.0
61,34,1.0
519,2271,1.0
80,2282,1.0
49,2282,1.0
242,2282,1.0
627,112,1.0
273,296,1.0
281,296,1.0
400,296,1.0
330,296,1.0
400,6667,1.0
281,6667,1.0
91,6667,1.0
109,5862,1.0
91,3562,1.0
218,3562,1.0
281,3562,1.0
830,3562,1.0
189,5128,1.0
110,415,1.0
1260,6203,1.0
1580,6203,1.0
374,116,1.0
521,5862,1.0
520,5862,1.0
335,2990,1.0
524,2990,1.0
63,1935,1.0
1804,3023,1.0
1282,1238,1.0
191,2205,1.0
873,8311,1.0
30,1650,1.0
3261,3251,1.0
1593,2683,1.0
577,407,1.0
1685,9273,1.0
176,9275,1.0
1415,3208,1.0
726,543,1.0
64,822,1.0
330,1280,1.0
337,9081,1.0
37,272,1.0
674,9030,1.0
2782,4610,1.0
1403,9277,1.0
792,4585,1.0
932,8464,1.0
3540,4396,1.0
306,5960,1.0
625,5960,1.0
1251,9278,1.0
257,6708,1.0
1800,9087,1.0
487,6711,1.0
1091,2770,1.0
535,7560,1.0
832,8470,1.0
1044,6789,1.0
3186,6526,1.0
561,5832,1.0
348,3015,1.0
423,5148,1.0
192,7426,1.0
1738,1807,1.0
237,5061,1.0
404,5889,1.0
626,6281,1.0
685,3910,1.0
161,6041,1.0
0,7829,1.0
2724,5743,1.0
616,2208,1.0
12,7383,1.0
32,5746,1.0
647,8797,1.0
1562,9279,1.0
3,5872,1.0
161,5148,1.0
63,6145,1.0
259,2174,1.0
259,6168,1.0
85,6730,1.0
738,501,1.0
627,6043,1.0
1216,5887,1.0
22,813,1.0
166,9280,1.0
64,3634,1.0
409,5892,1.0
679,5983,1.0
132,5761,1.0
259,9098,1.0
84,6138,1.0
2915,6050,1.0
237,6141,1.0
1841,6047,1.0
84,9281,1.0
628,9282,1.0
153,9283,1.0
84,1332,1.0
2911,5778,1.0
189,6160,1.0
3455,1665,1.0
455,5725,1.0
74,6101,1.0
12,6057,1.0
237,6504,1.0
166,1665,1.0
1150,6757,1.0
12,5750,1.0
424,2404,1.0
164,8701,1.0
237,6932,1.0
166,9285,1.0
59,6742,1.0
647,2292,1.0
12,9286,1.0
132,9287,1.0
3068,2671,1.0
189,6087,1.0
0,5536,1.0
305,6144,1.0
886,9288,1.0
455,6046,1.0
314,9289,1.0
26,501,1.0
244,5798,1.0
2141,6164,1.0
274,7761,1.0
74,1708,1.0
840,3765,1.0
1247,6753,1.0
455,6757,1.0
63,6529,1.0
247,2172,1.0
114,6800,1.0
241,7430,1.0
306,3529,1.0
436,5833,1.0
20,9290,1.0
78,6181,1.0
0,6892,1.0
1259,898,1.0
1145,6057,1.0
34,5743,1.0
291,8373,1.0
339,6047,1.0
413,6577,1.0
132,1791,1.0
598,6051,1.0
280,5792,1.0
383,501,1.0
12,8037,1.0
237,6055,1.0
47,2168,1.0
28,230,1.0
1307,501,1.0
64,2168,1.0
627,7413,1.0
84,3184,1.0
12,13,1.0
132,9292,1.0
291,5792,1.0
164,4291,1.0
359,6073,1.0
177,8795,1.0
318,6784,1.0
12,1012,1.0
2338,1807,1.0
26,5746,1.0
1574,6063,1.0
3665,5833,1.0
164,8396,1.0
184,3409,1.0
0,8145,1.0
197,5776,1.0
627,5912,1.0
487,2988,1.0
291,5860,1.0
62,7934,1.0
12,8162,1.0
23,5833,1.0
64,8385,1.0
26,5833,1.0
637,6178,1.0
259,601,1.0
21,6095,1.0
624,5833,1.0
132,5878,1.0
664,6030,1.0
609,6802,1.0
48,2957,1.0
627,9293,1.0
1309,372,1.0
85,6740,1.0
668,5794,1.0
309,5802,1.0
1310,66,1.0
445,9010,1.0
20,601,1.0
1705,3248,1.0
2003,5778,1.0
241,7215,1.0
164,8812,1.0
164,8501,1.0
153,4069,1.0
359,6087,1.0
424,6086,1.0
2694,5778,1.0
241,6068,1.0
645,9294,1.0
1299,6146,1.0
205,7444,1.0
177,9295,1.0
237,6119,1.0
1738,501,1.0
1701,5833,1.0
639,5909,1.0
679,7417,1.0
153,7415,1.0
74,5760,1.0
280,6753,1.0
12,6141,1.0
633,655,1.0
455,2742,1.0
696,6087,1.0
84,1707,1.0
487,5872,1.0
651,230,1.0
1328,5833,1.0
614,6783,1.0
116,9296,1.0
540,5746,1.0
12,9140,1.0
164,6101,1.0
12,7283,1.0
153,5870,1.0
64,216,1.0
114,6075,1.0
699,6047,1.0
164,7857,1.0
629,6041,1.0
36,5838,1.0
37,1858,1.0
85,2705,1.0
383,372,1.0
409,6095,1.0
12,6179,1.0
455,6629,1.0
359,3910,1.0
50,372,1.0
241,6495,1.0
14,7468,1.0
116,2981,1.0
318,6568,1.0
1300,8522,1.0
62,2168,1.0
239,9298,1.0
189,5836,1.0
85,9299,1.0
0,3344,1.0
672,7387,1.0
177,5986,1.0
37,2433,1.0
1427,9294,1.0
64,3846,1.0
374,5746,1.0
1307,5778,1.0
1735,9300,1.0
30,7475,1.0
37,7399,1.0
153,2178,1.0
259,4995,1.0
53,6030,1.0
112,1093,1.0
813,7514,1.0
20,1098,1.0
0,108,1.0
1783,307,1.0
593,1096,1.0
231,1096,1.0
0,2570,1.0
290,6536,1.0
341,6536,1.0
702,6536,1.0
302,6536,1.0
2328,5604,1.0
3456,5604,1.0
42,1135,1.0
4,1667,1.0
571,6895,1.0
191,1830,1.0
1085,154,1.0
1089,154,1.0
3666,154,1.0
183,295,1.0
178,5038,1.0
634,1008,1.0
370,5038,1.0
707,1008,1.0
314,445,1.0
120,8090,1.0
253,1165,1.0
865,9302,1.0
595,5765,1.0
1196,1781,1.0
1196,7298,1.0
1196,8039,1.0
219,98,1.0
1609,1042,1.0
356,101,1.0
3667,2174,1.0
2049,6185,1.0
668,7298,1.0
668,4091,1.0
1334,264,1.0
3668,29,1.0
716,1165,1.0
3669,801,1.0
1029,29,1.0
10,2948,1.0
2318,801,1.0
3670,2948,1.0
97,1375,1.0
2200,7494,1.0
467,1500,1.0
42,6896,1.0
42,1608,1.0
1204,272,1.0
2537,425,1.0
3671,2602,1.0
1718,2214,1.0
2716,9305,1.0
753,976,1.0
1727,801,1.0
1726,4067,1.0
154,6205,1.0
147,29,1.0
147,3229,1.0
811,29,1.0
3672,6206,1.0
359,2246,1.0
1589,201,1.0
299,6188,1.0
722,4505,1.0
3673,2801,1.0
397,160,1.0
84,3365,1.0
3555,2174,1.0
67,2948,1.0
3256,6203,1.0
190,212,1.0
1528,6259,1.0
2212,3949,1.0
635,2130,1.0
1299,218,1.0
782,8208,1.0
12,32,1.0
2213,6916,1.0
1362,915,1.0
1362,3428,1.0
3069,2124,1.0
726,2036,1.0
90,2036,1.0
2507,2036,1.0
1214,1012,1.0
156,2124,1.0
1365,212,1.0
2560,3428,1.0
1796,5364,1.0
1629,331,1.0
1774,4985,1.0
866,115,1.0
3177,553,1.0
4,154,1.0
3674,2174,1.0
93,3409,1.0
2226,10,1.0
122,5057,1.0
1323,2124,1.0
171,9306,1.0
154,2178,1.0
167,4108,1.0
3675,78,1.0
3676,133,1.0
365,4108,1.0
2426,4108,1.0
1731,2767,1.0
1592,2124,1.0
3677,2124,1.0
726,2864,1.0
1604,9307,1.0
768,2174,1.0
195,9021,1.0
839,3244,1.0
3678,2154,1.0
64,2441,1.0
585,90,1.0
783,90,1.0
783,9021,1.0
38,1040,1.0
199,2627,1.0
56,2718,1.0
127,78,1.0
3679,78,1.0
934,8695,1.0
1264,2414,1.0
1290,6640,1.0
93,613,1.0
1705,154,1.0
286,1024,1.0
3680,1197,1.0
242,5766,1.0
853,5766,1.0
281,5766,1.0
330,5766,1.0
339,9043,1.0
895,9043,1.0
695,1713,1.0
1120,1713,1.0
117,501,1.0
509,6928,1.0
522,680,1.0
2413,9308,1.0
219,7875,1.0
512,1438,1.0
2891,3424,1.0
763,5539,1.0
2222,3424,1.0
122,800,1.0
932,2197,1.0
1260,6203,1.0
148,540,1.0
678,6397,1.0
601,3339,1.0
1969,3837,1.0
1236,6245,1.0
535,3339,1.0
2000,3295,1.0
3681,8848,1.0
24,7884,1.0
1253,541,1.0
171,3123,1.0
330,5862,1.0
832,5862,1.0
761,378,1.0
438,153,1.0
475,6270,1.0
281,378,1.0
24,153,1.0
91,378,1.0
1980,294,1.0
832,6270,1.0
832,2282,1.0
38,1726,1.0
965,3019,1.0
864,373,1.0
3680,1197,1.0
138,3396,1.0
1678,1087,1.0
281,673,1.0
519,673,1.0
273,673,1.0
360,238,1.0
830,673,1.0
337,2988,1.0
148,2988,1.0
259,2389,1.0
2503,9309,1.0
282,3559,1.0
318,1729,1.0
2818,9,1.0
31,9,1.0
769,37,1.0
330,47,1.0
480,3327,1.0
1236,2180,1.0
1707,33,1.0
18,3383,1.0
75,4622,1.0
1726,3588,1.0
1259,111,1.0
438,108,1.0
487,108,1.0
637,1897,1.0
1816,2794,1.0
312,2794,1.0
505,2794,1.0
64,6524,1.0
3227,2627,1.0
556,615,1.0
881,1500,1.0
886,9310,1.0
371,3272,1.0
74,1167,1.0
440,3272,1.0
605,9311,1.0
1393,9312,1.0
556,3436,1.0
57,9314,1.0
2689,6951,1.0
1214,3324,1.0
300,9138,1.0
79,9315,1.0
2603,1889,1.0
626,1894,1.0
239,9316,1.0
1660,515,1.0
409,6223,1.0
97,9317,1.0
1809,3027,1.0
290,6983,1.0
341,6983,1.0
52,9318,1.0
26,1010,1.0
2505,9320,1.0
928,2676,1.0
844,7408,1.0
749,9321,1.0
1819,1330,1.0
3029,645,1.0
526,7717,1.0
3682,9322,1.0
1116,3434,1.0
404,648,1.0
884,7523,1.0
661,5656,1.0
524,9324,1.0
2506,9325,1.0
556,3433,1.0
466,9326,1.0
165,9327,1.0
165,9198,1.0
1145,2491,1.0
947,7914,1.0
947,7024,1.0
256,7024,1.0
256,7914,1.0
947,153,1.0
256,5873,1.0
256,2329,1.0
256,2103,1.0
256,3961,1.0
34,238,1.0
213,5873,1.0
106,9328,1.0
121,9329,1.0
259,2308,1.0
386,9330,1.0
386,2329,1.0
950,7024,1.0
950,654,1.0
214,5630,1.0
2831,5630,1.0
164,9331,1.0
455,407,1.0
476,153,1.0
476,6514,1.0
3334,7051,1.0
1464,9332,1.0
3334,7052,1.0
1464,9333,1.0
696,5703,1.0
3440,9335,1.0
3683,1828,1.0
1481,5847,1.0
2509,8914,1.0
697,8913,1.0
2049,888,1.0
409,9336,1.0
263,6391,1.0
263,5793,1.0
2724,9337,1.0
296,800,1.0
2617,8285,1.0
1633,9338,1.0
865,1150,1.0
445,7073,1.0
3600,3246,1.0
37,5642,1.0
3104,478,1.0
1180,9339,1.0
1483,5726,1.0
1483,6372,1.0
1483,5828,1.0
1483,1011,1.0
2619,4759,1.0
3113,9340,1.0
3113,2834,1.0
3113,9341,1.0
162,7930,1.0
311,9342,1.0
981,2987,1.0
311,6500,1.0
2672,9343,1.0
2656,9337,1.0
200,1576,1.0
1009,5848,1.0
3417,9344,1.0
1503,7124,1.0
1230,5926,1.0
3589,9345,1.0
1230,1099,1.0
403,6607,1.0
403,7990,1.0
24,4299,1.0
3137,3562,1.0
2644,9347,1.0
2295,9348,1.0
1509,1029,1.0
591,9349,1.0
2115,9350,1.0
579,9351,1.0
2336,8319,1.0
2298,7131,1.0
2298,8319,1.0
72,7133,1.0
1147,4978,1.0
1147,9352,1.0
1141,6384,1.0
1141,6536,1.0
1141,222,1.0
1753,2647,1.0
1173,8572,1.0
1520,7301,1.0
450,6382,1.0
585,1685,1.0
470,2804,1.0
238,7590,1.0
3687,1143,1.0
181,9353,1.0
2126,7704,1.0
1165,7150,1.0
2240,9354,1.0
100,8629,1.0
1136,7989,1.0
1136,9355,1.0
1971,9356,1.0
265,9357,1.0
3688,8344,1.0
2135,8672,1.0
1056,6460,1.0
1056,188,1.0
1057,5825,1.0
3689,6073,1.0
1890,9154,1.0
740,9358,1.0
7,4820,1.0
2195,7167,1.0
354,34,1.0
1539,6384,1.0
354,7600,1.0
354,3521,1.0
2309,1830,1.0
889,7072,1.0
2850,8646,1.0
1835,6603,1.0
2769,7600,1.0
3690,9360,1.0
3126,8422,1.0
858,1707,1.0
1921,1707,1.0
1213,5891,1.0
53,5167,1.0
112,3225,1.0
376,5265,1.0
201,441,1.0
756,13,1.0
1106,5167,1.0
26,501,1.0
1571,8549,1.0
26,1402,1.0
535,8051,1.0
535,501,1.0
73,3225,1.0
189,1805,1.0
189,432,1.0
189,203,1.0
271,801,1.0
189,7205,1.0
512,9,1.0
183,588,1.0
183,484,1.0
183,345,1.0
1114,9362,1.0
1114,86,1.0
633,2979,1.0
1041,503,1.0
305,1251,1.0
305,4774,1.0
305,3922,1.0
305,6230,1.0
305,9363,1.0
189,2796,1.0
114,1806,1.0
907,238,1.0
420,2268,1.0
63,9364,1.0
535,1649,1.0
237,9366,1.0
2591,9367,1.0
62,2302,1.0
446,2296,1.0
1226,1115,1.0
189,9366,1.0
