gene,drug,interaction
985,1396,1.0
442,1398,1.0
986,1399,1.0
986,1400,1.0
987,1401,1.0
988,1402,1.0
989,1403,1.0
990,1404,1.0
487,76,1.0
991,549,1.0
212,76,1.0
992,1405,1.0
330,1406,1.0
330,1407,1.0
993,1408,1.0
993,1409,1.0
994,1412,1.0
995,1414,1.0
996,1415,1.0
509,1417,1.0
171,1418,1.0
998,957,1.0
998,1420,1.0
999,485,1.0
840,1421,1.0
1000,1422,1.0
1000,1420,1.0
1001,1423,1.0
307,1424,1.0
307,1425,1.0
926,1426,1.0
1003,1428,1.0
1004,915,1.0
1005,1429,1.0
1006,1430,1.0
72,1431,1.0
1007,1432,1.0
1008,1433,1.0
926,1434,1.0
1009,1435,1.0
48,1436,1.0
1010,1437,1.0
403,1438,1.0
742,1440,1.0
24,594,1.0
24,33,1.0
24,629,1.0
352,1441,1.0
1011,1442,1.0
1012,1443,1.0
481,1445,1.0
847,1446,1.0
1014,1447,1.0
1015,1448,1.0
1016,1087,1.0
96,1449,1.0
1017,84,1.0
1018,469,1.0
1019,1450,1.0
1022,1453,1.0
1023,1454,1.0
1024,1456,1.0
197,1457,1.0
828,1458,1.0
363,1459,1.0
1026,1460,1.0
1027,1461,1.0
55,1462,1.0
55,1463,1.0
100,1464,1.0
564,1465,1.0
100,1466,1.0
1028,1467,1.0
100,1468,1.0
1028,1469,1.0
1028,1470,1.0
472,1471,1.0
472,1472,1.0
1029,1473,1.0
1030,1467,1.0
1030,1475,1.0
472,1471,1.0
1030,1469,1.0
1030,1470,1.0
1030,1477,1.0
1030,1478,1.0
1032,1480,1.0
364,1481,1.0
364,1482,1.0
364,1483,1.0
211,1484,1.0
211,1485,1.0
211,1487,1.0
1034,1486,1.0
1034,390,1.0
1036,390,1.0
524,282,1.0
1036,1486,1.0
1038,1490,1.0
1040,1491,1.0
707,1492,1.0
1041,1493,1.0
1042,1494,1.0
1043,1495,1.0
601,1493,1.0
1044,400,1.0
1045,1496,1.0
1046,1497,1.0
1047,585,1.0
1048,585,1.0
1049,1499,1.0
1049,1500,1.0
1049,427,1.0
366,1501,1.0
366,172,1.0
366,1502,1.0
1050,172,1.0
1051,1503,1.0
1052,1504,1.0
1053,1505,1.0
1054,1506,1.0
1055,1223,1.0
356,1507,1.0
779,1508,1.0
270,1509,1.0
270,1510,1.0
787,1511,1.0
529,1512,1.0
529,1510,1.0
529,1514,1.0
529,1515,1.0
1057,1516,1.0
1057,1517,1.0
510,1511,1.0
66,1519,1.0
1058,1520,1.0
1060,1522,1.0
1061,502,1.0
1061,1012,1.0
1062,1524,1.0
1063,1525,1.0
754,1526,1.0
714,1527,1.0
714,1528,1.0
1064,1530,1.0
607,1531,1.0
57,1532,1.0
462,1533,1.0
1064,1534,1.0
1064,1535,1.0
1065,1536,1.0
1066,1536,1.0
1067,536,1.0
1069,481,1.0
1070,1541,1.0
1071,1469,1.0
1072,1542,1.0
1073,1543,1.0
1074,1545,1.0
1075,1546,1.0
1076,1546,1.0
1078,1548,1.0
1079,1546,1.0
1080,1442,1.0
1081,1549,1.0
1081,502,1.0
1082,1546,1.0
1083,1550,1.0
1083,1550,1.0
1084,1551,1.0
1085,1546,1.0
1086,1552,1.0
1087,1553,1.0
1089,1546,1.0
763,1555,1.0
1090,1556,1.0
26,644,1.0
479,1557,1.0
133,463,1.0
707,599,1.0
1091,1558,1.0
59,1070,1.0
1092,1559,1.0
61,1560,1.0
387,1559,1.0
502,82,1.0
925,1561,1.0
1093,19,1.0
210,1562,1.0
112,706,1.0
1095,19,1.0
535,707,1.0
149,520,1.0
1097,1563,1.0
1098,255,1.0
1099,55,1.0
210,78,1.0
209,55,1.0
630,520,1.0
1101,1566,1.0
1102,1568,1.0
55,1569,1.0
305,463,1.0
201,453,1.0
60,500,1.0
535,763,1.0
42,445,1.0
112,760,1.0
290,1570,1.0
1103,1566,1.0
1104,1571,1.0
1105,1572,1.0
112,1569,1.0
201,463,1.0
201,520,1.0
201,572,1.0
926,1573,1.0
1106,1574,1.0
558,1575,1.0
26,760,1.0
1106,1576,1.0
26,1577,1.0
278,1577,1.0
278,760,1.0
278,365,1.0
424,1578,1.0
512,255,1.0
1107,707,1.0
326,1579,1.0
173,139,1.0
9,1580,1.0
9,1581,1.0
9,1582,1.0
1108,1583,1.0
55,1569,1.0
55,760,1.0
59,1093,1.0
1110,139,1.0
1097,139,1.0
1097,1093,1.0
209,1578,1.0
209,1093,1.0
209,365,1.0
864,1583,1.0
1111,1583,1.0
1112,1585,1.0
518,91,1.0
860,285,1.0
183,572,1.0
183,1586,1.0
231,1587,1.0
1113,255,1.0
149,295,1.0
149,139,1.0
149,1286,1.0
149,1589,1.0
149,365,1.0
149,1068,1.0
1114,1098,1.0
1115,669,1.0
1032,1590,1.0
42,45,1.0
237,1591,1.0
259,1592,1.0
1116,1593,1.0
563,724,1.0
95,1187,1.0
1073,1596,1.0
260,1597,1.0
1118,534,1.0
572,1597,1.0
201,520,1.0
286,1598,1.0
1119,1599,1.0
718,1600,1.0
695,1601,1.0
10,1603,1.0
1120,1601,1.0
1121,1604,1.0
376,1111,1.0
523,404,1.0
160,1000,1.0
487,1605,1.0
739,1604,1.0
1122,1606,1.0
1123,1607,1.0
183,1608,1.0
241,932,1.0
1017,401,1.0
109,1037,1.0
24,1610,1.0
1125,1611,1.0
358,1612,1.0
164,1613,1.0
305,1614,1.0
664,1615,1.0
849,785,1.0
1126,1616,1.0
692,1617,1.0
1127,1618,1.0
9,1068,1.0
536,1620,1.0
109,240,1.0
924,1283,1.0
532,1621,1.0
561,1623,1.0
132,1043,1.0
171,212,1.0
487,1624,1.0
454,1625,1.0
275,1623,1.0
14,401,1.0
519,378,1.0
728,1626,1.0
50,1627,1.0
1129,493,1.0
975,1628,1.0
50,1627,1.0
1130,1629,1.0
341,1630,1.0
1131,272,1.0
707,501,1.0
529,1630,1.0
722,1036,1.0
164,1631,1.0
132,1632,1.0
26,67,1.0
47,1634,1.0
153,1635,1.0
64,1167,1.0
1133,1637,1.0
291,1638,1.0
595,1639,1.0
221,1026,1.0
192,1641,1.0
323,50,1.0
177,1642,1.0
703,599,1.0
206,1644,1.0
189,881,1.0
518,1407,1.0
261,207,1.0
358,1646,1.0
694,1649,1.0
404,933,1.0
1005,1650,1.0
707,599,1.0
74,890,1.0
63,1651,1.0
56,1652,1.0
84,407,1.0
1135,1653,1.0
1136,1655,1.0
23,566,1.0
105,1656,1.0
12,1657,1.0
37,204,1.0
23,891,1.0
360,421,1.0
847,149,1.0
80,1659,1.0
1137,1660,1.0
1138,1661,1.0
1139,669,1.0
237,78,1.0
132,974,1.0
1140,430,1.0
492,635,1.0
312,1662,1.0
259,1664,1.0
4,1665,1.0
1142,1666,1.0
278,1667,1.0
192,1668,1.0
1143,1669,1.0
967,1670,1.0
1144,1671,1.0
1145,1672,1.0
1146,34,1.0
395,1674,1.0
1147,1675,1.0
651,1014,1.0
600,575,1.0
0,1677,1.0
1148,218,1.0
1149,1678,1.0
1150,796,1.0
1151,813,1.0
650,1679,1.0
330,1680,1.0
181,1681,1.0
1152,1682,1.0
634,1685,1.0
112,463,1.0
37,808,1.0
78,894,1.0
959,1351,1.0
1049,1686,1.0
153,1687,1.0
241,1688,1.0
301,869,1.0
269,592,1.0
74,798,1.0
37,959,1.0
1153,1689,1.0
149,520,1.0
117,690,1.0
198,1691,1.0
956,1692,1.0
12,1693,1.0
333,847,1.0
74,1694,1.0
241,350,1.0
639,847,1.0
103,1170,1.0
198,847,1.0
1155,886,1.0
1090,1697,1.0
409,1698,1.0
1156,1039,1.0
1100,520,1.0
241,1699,1.0
1157,1700,1.0
872,1702,1.0
84,1703,1.0
132,177,1.0
64,1704,1.0
281,117,1.0
20,1705,1.0
446,1706,1.0
642,1708,1.0
1098,295,1.0
60,1709,1.0
259,1710,1.0
71,852,1.0
153,205,1.0
834,1697,1.0
446,1712,1.0
530,1713,1.0
290,78,1.0
1158,272,1.0
56,1714,1.0
78,3,1.0
157,417,1.0
85,831,1.0
153,1715,1.0
282,529,1.0
275,78,1.0
130,1716,1.0
589,78,1.0
116,1717,1.0
0,131,1.0
637,1718,1.0
927,1719,1.0
248,1720,1.0
830,247,1.0
627,1721,1.0
1161,33,1.0
1,1722,1.0
446,1723,1.0
1162,1014,1.0
1146,238,1.0
707,123,1.0
687,1724,1.0
296,1726,1.0
259,901,1.0
656,1727,1.0
1049,1728,1.0
244,1729,1.0
228,255,1.0
278,1731,1.0
93,1643,1.0
358,1733,1.0
370,355,1.0
446,1734,1.0
279,1735,1.0
225,1736,1.0
1163,1084,1.0
62,1737,1.0
1164,1738,1.0
74,1739,1.0
132,1740,1.0
1165,1741,1.0
373,1521,1.0
132,1742,1.0
227,1743,1.0
24,1744,1.0
62,1745,1.0
647,1746,1.0
864,1747,1.0
659,1748,1.0
386,1331,1.0
958,1749,1.0
1167,1750,1.0
61,345,1.0
761,312,1.0
237,1751,1.0
890,1752,1.0
676,915,1.0
535,1599,1.0
105,1753,1.0
1168,1550,1.0
1169,1754,1.0
535,1580,1.0
132,1756,1.0
64,854,1.0
1170,1046,1.0
85,1053,1.0
1171,1758,1.0
714,1759,1.0
1172,1076,1.0
64,1723,1.0
126,1760,1.0
1173,1761,1.0
132,78,1.0
1175,450,1.0
1176,67,1.0
108,296,1.0
1178,813,1.0
862,1764,1.0
153,1765,1.0
1179,520,1.0
651,1766,1.0
186,103,1.0
924,1125,1.0
12,1767,1.0
241,39,1.0
223,663,1.0
289,494,1.0
1180,1768,1.0
314,78,1.0
1182,442,1.0
219,1769,1.0
512,622,1.0
105,597,1.0
1183,1771,1.0
866,1193,1.0
567,276,1.0
106,1772,1.0
1184,1773,1.0
282,1774,1.0
64,1775,1.0
132,1063,1.0
295,599,1.0
364,1778,1.0
282,529,1.0
12,1780,1.0
1186,688,1.0
256,236,1.0
170,1781,1.0
1049,1008,1.0
197,1783,1.0
75,1785,1.0
547,913,1.0
339,1786,1.0
1187,1787,1.0
920,1696,1.0
0,1788,1.0
388,559,1.0
633,431,1.0
138,1789,1.0
677,1790,1.0
216,1791,1.0
14,1792,1.0
959,1793,1.0
1041,421,1.0
1,349,1.0
1189,1167,1.0
135,1795,1.0
352,1796,1.0
154,1066,1.0
454,1625,1.0
202,917,1.0
1190,272,1.0
409,1797,1.0
1191,585,1.0
955,1798,1.0
388,1799,1.0
1192,1017,1.0
56,1801,1.0
241,929,1.0
12,1803,1.0
290,193,1.0
307,306,1.0
451,227,1.0
259,917,1.0
330,1169,1.0
456,928,1.0
482,1805,1.0
12,1806,1.0
1193,594,1.0
1194,1807,1.0
189,1808,1.0
517,1809,1.0
454,324,1.0
518,378,1.0
22,1810,1.0
853,117,1.0
1195,1811,1.0
472,1812,1.0
132,1021,1.0
20,86,1.0
1197,1813,1.0
356,1814,1.0
1198,1816,1.0
535,1817,1.0
1200,763,1.0
1201,1819,1.0
672,1820,1.0
1202,1821,1.0
1203,442,1.0
30,63,1.0
530,1713,1.0
74,1822,1.0
1204,1823,1.0
864,1824,1.0
85,1810,1.0
133,638,1.0
437,564,1.0
1205,1825,1.0
132,320,1.0
37,1826,1.0
78,320,1.0
618,1080,1.0
1206,1827,1.0
335,691,1.0
1200,763,1.0
959,1749,1.0
27,592,1.0
225,449,1.0
1207,1828,1.0
1045,1385,1.0
1208,1829,1.0
376,1830,1.0
335,679,1.0
48,1831,1.0
1210,1228,1.0
1211,1832,1.0
1213,493,1.0
817,1070,1.0
1214,1834,1.0
12,1835,1.0
867,603,1.0
1215,1836,1.0
1216,982,1.0
72,1675,1.0
341,686,1.0
1217,1838,1.0
639,1837,1.0
1218,460,1.0
1219,1839,1.0
211,1635,1.0
12,1840,1.0
1220,1841,1.0
60,706,1.0
536,1676,1.0
337,1842,1.0
70,1837,1.0
253,235,1.0
204,1843,1.0
603,765,1.0
661,431,1.0
1221,343,1.0
158,717,1.0
1222,395,1.0
153,1020,1.0
665,67,1.0
1223,1844,1.0
441,1845,1.0
561,368,1.0
253,1577,1.0
1224,1444,1.0
840,1846,1.0
1225,338,1.0
12,1847,1.0
1226,1763,1.0
1227,1065,1.0
918,1055,1.0
1228,9,1.0
423,319,1.0
132,1848,1.0
132,1849,1.0
49,378,1.0
1229,1850,1.0
1230,1851,1.0
1231,1852,1.0
1233,205,1.0
259,1853,1.0
12,108,1.0
1235,1854,1.0
992,1856,1.0
132,1857,1.0
853,1409,1.0
39,1858,1.0
558,719,1.0
787,665,1.0
180,1241,1.0
388,936,1.0
526,310,1.0
282,1024,1.0
520,404,1.0
1237,272,1.0
153,854,1.0
642,1651,1.0
1238,1861,1.0
1239,37,1.0
395,1862,1.0
1241,869,1.0
1157,311,1.0
761,296,1.0
962,1863,1.0
782,1121,1.0
60,1864,1.0
330,1407,1.0
237,1866,1.0
299,1099,1.0
289,1867,1.0
461,1868,1.0
6,1869,1.0
1244,448,1.0
280,1871,1.0
441,1845,1.0
18,1051,1.0
965,1873,1.0
164,1723,1.0
278,1561,1.0
20,177,1.0
598,1875,1.0
1057,1512,1.0
535,1599,1.0
648,36,1.0
1160,1017,1.0
395,1202,1.0
278,1010,1.0
1247,1877,1.0
132,1878,1.0
93,1879,1.0
751,212,1.0
61,345,1.0
253,9,1.0
64,1710,1.0
60,463,1.0
153,112,1.0
465,82,1.0
1250,1649,1.0
395,345,1.0
1099,9,1.0
74,1880,1.0
707,599,1.0
133,1881,1.0
42,1881,1.0
637,1882,1.0
154,1164,1.0
24,654,1.0
914,1272,1.0
399,442,1.0
863,1178,1.0
84,519,1.0
438,1744,1.0
390,417,1.0
1251,790,1.0
277,311,1.0
678,1713,1.0
27,1713,1.0
598,1885,1.0
269,1713,1.0
1252,1824,1.0
44,663,1.0
95,1886,1.0
1253,1886,1.0
934,352,1.0
661,67,1.0
38,352,1.0
38,272,1.0
575,1887,1.0
931,664,1.0
331,1891,1.0
1125,1611,1.0
1257,669,1.0
1258,1892,1.0
761,1407,1.0
400,1407,1.0
242,1407,1.0
273,1407,1.0
830,312,1.0
830,1407,1.0
49,312,1.0
242,673,1.0
330,240,1.0
830,240,1.0
109,330,1.0
519,504,1.0
330,674,1.0
109,674,1.0
91,674,1.0
518,674,1.0
1259,1893,1.0
409,1877,1.0
404,1895,1.0
680,1896,1.0
78,636,1.0
259,1897,1.0
64,1898,1.0
105,229,1.0
132,1899,1.0
164,1900,1.0
47,1689,1.0
487,1901,1.0
1261,1827,1.0
389,1827,1.0
520,1903,1.0
454,1903,1.0
541,1903,1.0
541,1904,1.0
521,1904,1.0
523,1904,1.0
15,1904,1.0
887,674,1.0
1157,684,1.0
1124,684,1.0
1262,684,1.0
447,684,1.0
132,1906,1.0
1263,299,1.0
919,45,1.0
532,1908,1.0
60,45,1.0
601,1909,1.0
1200,1910,1.0
341,1676,1.0
460,472,1.0
15,691,1.0
4,1911,1.0
1081,1912,1.0
257,1913,1.0
837,530,1.0
1,1915,1.0
543,1916,1.0
4,1917,1.0
58,1918,1.0
341,354,1.0
890,1919,1.0
339,36,1.0
370,354,1.0
112,1920,1.0
529,539,1.0
290,539,1.0
1264,692,1.0
1265,692,1.0
4,532,1.0
133,1006,1.0
884,1230,1.0
924,1633,1.0
924,1922,1.0
437,1924,1.0
886,1925,1.0
1198,1926,1.0
688,1927,1.0
886,1928,1.0
1267,450,1.0
785,1931,1.0
1268,1932,1.0
133,638,1.0
512,1934,1.0
507,409,1.0
1269,409,1.0
64,1935,1.0
906,1936,1.0
504,1937,1.0
12,1938,1.0
12,1939,1.0
464,490,1.0
83,490,1.0
1270,1940,1.0
93,1941,1.0
49,187,1.0
518,187,1.0
353,1942,1.0
5,1830,1.0
1271,1943,1.0
177,1944,1.0
744,36,1.0
1272,479,1.0
93,1945,1.0
1273,1948,1.0
1207,1949,1.0
1274,1950,1.0
1275,1951,1.0
1276,1952,1.0
1277,1953,1.0
1280,1953,1.0
930,1956,1.0
119,729,1.0
1281,729,1.0
194,1958,1.0
581,1959,1.0
519,342,1.0
784,1094,1.0
241,1960,1.0
769,1961,1.0
518,404,1.0
541,404,1.0
15,404,1.0
317,404,1.0
400,404,1.0
80,404,1.0
57,1962,1.0
333,1963,1.0
1283,1963,1.0
787,1965,1.0
902,1967,1.0
110,738,1.0
1284,515,1.0
333,1743,1.0
198,1743,1.0
507,1743,1.0
309,1743,1.0
518,455,1.0
60,1968,1.0
198,368,1.0
625,368,1.0
333,368,1.0
326,368,1.0
1285,1969,1.0
480,1970,1.0
813,1577,1.0
1286,1971,1.0
1287,1972,1.0
1288,1427,1.0
1289,1974,1.0
758,1975,1.0
262,1976,1.0
588,1977,1.0
305,1978,1.0
212,1979,1.0
1290,276,1.0
1291,1980,1.0
870,1199,1.0
548,276,1.0
120,1981,1.0
1292,276,1.0
196,276,1.0
1269,757,1.0
275,757,1.0
70,757,1.0
334,403,1.0
61,1560,1.0
55,55,1.0
512,255,1.0
599,869,1.0
694,441,1.0
1294,277,1.0
116,502,1.0
1295,820,1.0
561,371,1.0
192,575,1.0
1134,873,1.0
74,405,1.0
64,836,1.0
1296,777,1.0
1297,448,1.0
1298,581,1.0
0,1984,1.0
470,546,1.0
358,1985,1.0
84,1986,1.0
37,473,1.0
616,416,1.0
116,786,1.0
192,933,1.0
374,346,1.0
0,768,1.0
85,1988,1.0
594,995,1.0
252,562,1.0
274,1989,1.0
899,1990,1.0
1209,1989,1.0
594,1991,1.0
574,431,1.0
626,1992,1.0
638,624,1.0
20,177,1.0
132,1993,1.0
116,964,1.0
241,1994,1.0
30,406,1.0
259,1995,1.0
64,891,1.0
84,1996,1.0
237,523,1.0
629,1997,1.0
487,1631,1.0
84,1998,1.0
160,447,1.0
659,933,1.0
1299,829,1.0
261,1999,1.0
499,2000,1.0
225,2001,1.0
305,933,1.0
0,417,1.0
1300,581,1.0
23,2002,1.0
547,913,1.0
352,891,1.0
9,421,1.0
668,2003,1.0
1301,502,1.0
189,884,1.0
95,2004,1.0
671,2005,1.0
2,784,1.0
2,1776,1.0
23,2007,1.0
37,502,1.0
634,708,1.0
446,2008,1.0
1302,926,1.0
340,618,1.0
189,2009,1.0
1304,395,1.0
436,841,1.0
359,843,1.0
1247,826,1.0
64,624,1.0
499,2010,1.0
259,350,1.0
703,599,1.0
116,2011,1.0
74,2012,1.0
301,545,1.0
153,2015,1.0
23,926,1.0
259,2016,1.0
1305,2017,1.0
1306,581,1.0
30,2019,1.0
1177,914,1.0
280,823,1.0
627,994,1.0
659,2020,1.0
237,1770,1.0
455,502,1.0
594,2021,1.0
598,416,1.0
633,618,1.0
627,452,1.0
259,956,1.0
695,592,1.0
189,921,1.0
166,2022,1.0
37,393,1.0
177,259,1.0
598,781,1.0
468,2025,1.0
2,1790,1.0
272,431,1.0
1,2028,1.0
85,435,1.0
12,2029,1.0
0,176,1.0
252,2013,1.0
1176,448,1.0
153,1969,1.0
35,448,1.0
64,2032,1.0
84,934,1.0
744,618,1.0
64,2035,1.0
166,431,1.0
132,2036,1.0
30,2016,1.0
63,2037,1.0
1309,618,1.0
455,2038,1.0
253,179,1.0
1310,361,1.0
1311,2039,1.0
30,624,1.0
627,2040,1.0
241,1808,1.0
241,2041,1.0
237,2013,1.0
153,2042,1.0
12,2043,1.0
409,2044,1.0
637,624,1.0
424,2045,1.0
409,2040,1.0
68,562,1.0
3,2046,1.0
563,2047,1.0
460,2048,1.0
603,2049,1.0
305,622,1.0
259,2050,1.0
446,2051,1.0
858,1185,1.0
56,2052,1.0
409,2053,1.0
74,581,1.0
184,831,1.0
664,926,1.0
34,33,1.0
1265,346,1.0
629,926,1.0
21,891,1.0
409,2057,1.0
1,996,1.0
132,2058,1.0
247,1003,1.0
237,207,1.0
1045,1997,1.0
1222,1721,1.0
12,2060,1.0
11,1703,1.0
446,1613,1.0
672,2061,1.0
614,2062,1.0
1151,2024,1.0
3,781,1.0
85,1734,1.0
1312,2063,1.0
252,622,1.0
616,891,1.0
908,914,1.0
64,575,1.0
12,2065,1.0
237,419,1.0
78,2066,1.0
23,2067,1.0
359,873,1.0
146,618,1.0
305,2050,1.0
63,2068,1.0
164,1997,1.0
74,2069,1.0
865,1185,1.0
184,349,1.0
78,2070,1.0
114,95,1.0
177,898,1.0
85,978,1.0
446,996,1.0
116,967,1.0
274,112,1.0
1298,912,1.0
56,2072,1.0
460,873,1.0
2,786,1.0
1177,448,1.0
966,2073,1.0
1298,796,1.0
0,2074,1.0
404,1656,1.0
1269,376,1.0
84,823,1.0
627,767,1.0
23,452,1.0
237,2076,1.0
225,610,1.0
30,894,1.0
64,83,1.0
12,874,1.0
515,36,1.0
539,815,1.0
48,622,1.0
12,2077,1.0
166,2078,1.0
1,2079,1.0
305,2080,1.0
507,775,1.0
639,775,1.0
64,2081,1.0
598,900,1.0
0,2082,1.0
74,2083,1.0
455,935,1.0
261,2084,1.0
20,2085,1.0
810,2051,1.0
624,2003,1.0
259,223,1.0
1313,2041,1.0
123,803,1.0
455,1679,1.0
62,2087,1.0
259,2088,1.0
1314,913,1.0
116,2089,1.0
237,1754,1.0
446,2091,1.0
259,2092,1.0
446,1014,1.0
202,792,1.0
661,448,1.0
12,2093,1.0
409,2094,1.0
259,2095,1.0
123,2097,1.0
1315,172,1.0
164,2098,1.0
251,796,1.0
1316,2099,1.0
147,2100,1.0
28,280,1.0
161,827,1.0
480,2102,1.0
466,2104,1.0
614,938,1.0
117,708,1.0
37,790,1.0
605,894,1.0
153,2105,1.0
1299,2005,1.0
85,2072,1.0
153,2106,1.0
84,2107,1.0
132,2108,1.0
643,448,1.0
388,820,1.0
164,2109,1.0
12,1168,1.0
164,2110,1.0
259,2079,1.0
64,545,1.0
189,2112,1.0
177,824,1.0
21,951,1.0
685,2113,1.0
64,2114,1.0
395,421,1.0
184,502,1.0
0,2115,1.0
189,1612,1.0
1318,421,1.0
718,2116,1.0
164,235,1.0
359,2016,1.0
37,776,1.0
166,1561,1.0
12,931,1.0
1,2117,1.0
74,926,1.0
1319,914,1.0
74,2119,1.0
153,2120,1.0
48,320,1.0
1116,894,1.0
424,2077,1.0
36,1797,1.0
259,561,1.0
455,955,1.0
1320,914,1.0
177,2121,1.0
259,2122,1.0
409,561,1.0
153,1119,1.0
84,889,1.0
460,361,1.0
237,823,1.0
598,581,1.0
21,1797,1.0
291,873,1.0
1321,2123,1.0
84,352,1.0
409,767,1.0
1322,2124,1.0
359,2125,1.0
1323,2126,1.0
1324,2126,1.0
64,2127,1.0
64,2051,1.0
74,2128,1.0
594,241,1.0
1325,827,1.0
718,2129,1.0
153,131,1.0
698,790,1.0
120,800,1.0
78,823,1.0
189,2132,1.0
164,926,1.0
259,405,1.0
1326,361,1.0
305,884,1.0
241,796,1.0
241,2134,1.0
388,2019,1.0
12,2135,1.0
594,352,1.0
237,581,1.0
30,2088,1.0
164,900,1.0
318,2136,1.0
153,771,1.0
237,637,1.0
629,2045,1.0
244,945,1.0
305,2137,1.0
629,575,1.0
164,284,1.0
132,218,1.0
64,1646,1.0
621,618,1.0
1327,2138,1.0
12,2139,1.0
664,2001,1.0
132,2140,1.0
633,589,1.0
1328,2003,1.0
11,502,1.0
64,2141,1.0
64,2142,1.0
468,820,1.0
37,2143,1.0
1296,2144,1.0
409,2111,1.0
359,334,1.0
305,2145,1.0
643,370,1.0
259,2002,1.0
64,1668,1.0
24,333,1.0
30,2147,1.0
1247,581,1.0
37,418,1.0
12,994,1.0
93,923,1.0
37,546,1.0
225,870,1.0
1330,2148,1.0
404,2149,1.0
1145,933,1.0
241,1780,1.0
1318,637,1.0
1209,2150,1.0
691,431,1.0
376,1111,1.0
0,613,1.0
37,1076,1.0
0,1020,1.0
784,1094,1.0
195,2153,1.0
42,445,1.0
813,218,1.0
20,445,1.0
348,445,1.0
253,33,1.0
339,410,1.0
1331,354,1.0
702,411,1.0
370,411,1.0
529,411,1.0
290,411,1.0
1200,1008,1.0
155,709,1.0
703,476,1.0
60,463,1.0
758,1070,1.0
133,1955,1.0
535,763,1.0
197,123,1.0
604,1055,1.0
1332,2156,1.0
1170,212,1.0
1332,1043,1.0
404,2157,1.0
1196,2156,1.0
1196,551,1.0
1196,1055,1.0
356,1012,1.0
356,212,1.0
942,1038,1.0
1333,1051,1.0
686,36,1.0
1335,1065,1.0
1336,1023,1.0
237,1054,1.0
716,2158,1.0
1337,2159,1.0
1338,1052,1.0
1339,1021,1.0
74,29,1.0
64,201,1.0
64,2160,1.0
479,2161,1.0
237,2162,1.0
1340,103,1.0
195,2163,1.0
1341,763,1.0
1342,1065,1.0
1342,103,1.0
118,1026,1.0
815,2164,1.0
441,195,1.0
1248,551,1.0
1248,2159,1.0
1343,2165,1.0
438,306,1.0
1345,1055,1.0
64,2166,1.0
331,2167,1.0
176,1048,1.0
1346,1023,1.0
1347,78,1.0
629,1835,1.0
229,1046,1.0
470,1021,1.0
84,2169,1.0
1348,1019,1.0
1215,1683,1.0
1215,2171,1.0
606,20,1.0
2,2172,1.0
1242,2173,1.0
1242,1178,1.0
1242,2163,1.0
1350,1019,1.0
1240,634,1.0
616,426,1.0
1240,1046,1.0
1351,2174,1.0
183,1021,1.0
30,2048,1.0
529,172,1.0
490,2156,1.0
409,2175,1.0
1352,212,1.0
1353,2176,1.0
753,20,1.0
136,1055,1.0
154,2177,1.0
811,2178,1.0
694,2179,1.0
147,1065,1.0
305,1683,1.0
305,1102,1.0
1354,2180,1.0
133,2179,1.0
491,2176,1.0
823,2181,1.0
823,545,1.0
1355,545,1.0
2,449,1.0
1356,1056,1.0
1357,670,1.0
1358,1069,1.0
64,2183,1.0
42,1098,1.0
637,2184,1.0
1359,1423,1.0
164,2185,1.0
95,1785,1.0
0,2187,1.0
1360,50,1.0
1362,2190,1.0
1362,294,1.0
37,1037,1.0
365,2191,1.0
37,1507,1.0
37,790,1.0
1363,272,1.0
606,1852,1.0
1367,324,1.0
1368,273,1.0
1369,324,1.0
522,1105,1.0
1370,1084,1.0
78,1753,1.0
1371,490,1.0
84,468,1.0
195,2195,1.0
12,1944,1.0
934,509,1.0
1372,2156,1.0
1373,315,1.0
808,315,1.0
1374,201,1.0
1376,1020,1.0
399,405,1.0
1377,2196,1.0
1379,442,1.0
1380,442,1.0
1131,2197,1.0
1381,191,1.0
1382,1423,1.0
23,583,1.0
1383,1165,1.0
1384,201,1.0
192,2198,1.0
774,306,1.0
64,645,1.0
195,56,1.0
1385,1115,1.0
1221,338,1.0
31,34,1.0
439,2199,1.0
770,369,1.0
782,1774,1.0
782,828,1.0
475,2200,1.0
133,2201,1.0
1386,2200,1.0
1387,1014,1.0
1131,343,1.0
1388,1020,1.0
12,2202,1.0
408,2203,1.0
487,2204,1.0
261,2205,1.0
1389,1103,1.0
1181,9,1.0
367,230,1.0
1390,191,1.0
1391,9,1.0
116,108,1.0
253,9,1.0
1392,161,1.0
1393,405,1.0
176,201,1.0
1394,201,1.0
318,274,1.0
353,343,1.0
195,1447,1.0
1395,306,1.0
147,2206,1.0
1396,306,1.0
120,306,1.0
1397,306,1.0
509,306,1.0
802,306,1.0
438,306,1.0
1398,230,1.0
28,1677,1.0
1399,201,1.0
120,201,1.0
1172,1076,1.0
89,2207,1.0
1400,201,1.0
982,201,1.0
1402,201,1.0
598,2208,1.0
1403,201,1.0
397,1074,1.0
1404,1014,1.0
1405,2209,1.0
1406,272,1.0
510,2210,1.0
815,1102,1.0
813,1224,1.0
1409,1119,1.0
530,485,1.0
269,203,1.0
4,2194,1.0
132,2212,1.0
5,1830,1.0
1410,1814,1.0
924,1922,1.0
1411,203,1.0
85,1748,1.0
60,764,1.0
60,445,1.0
60,2213,1.0
535,2215,1.0
620,34,1.0
1412,67,1.0
651,315,1.0
95,2216,1.0
292,2217,1.0
1125,1611,1.0
1120,1130,1.0
1413,473,1.0
113,2218,1.0
